Entity,Code,Year,"Number of daily male smokers (IHME, GHDx (2012))","Number of daily female smokers (IHME, GHDx (2012))"
Bosnia and Herzegovina,BIH,2009,620748,392267
Bosnia and Herzegovina,BIH,2010,616938,388932
Bosnia and Herzegovina,BIH,2011,614587,386544
Bosnia and Herzegovina,BIH,2012,614830,385848
Botswana,BWA,1980,66398,16035
Botswana,BWA,1981,68538,16433
Botswana,BWA,1982,70545,16800
Botswana,BWA,1983,72412,17152
Botswana,BWA,1984,74361,17534
Botswana,BWA,1985,76527,17973
Botswana,BWA,1986,78846,18472
Botswana,BWA,1987,81187,19003
Botswana,BWA,1988,83292,19522
Botswana,BWA,1989,85422,20080
Botswana,BWA,1990,87786,20705
Botswana,BWA,1991,90396,21383
Botswana,BWA,1992,93294,22106
Botswana,BWA,1993,96406,22838
Botswana,BWA,1994,99684,23604
Botswana,BWA,1995,102905,24344
Botswana,BWA,1996,106197,25031
Botswana,BWA,1997,109350,25696
Botswana,BWA,1998,112316,26329
Botswana,BWA,1999,115021,26922
Botswana,BWA,2000,117519,27502
Botswana,BWA,2001,119985,28070
Botswana,BWA,2002,122279,28688
Botswana,BWA,2003,124558,29325
Botswana,BWA,2004,126852,29939
Botswana,BWA,2005,129281,30610
Botswana,BWA,2006,131715,31429
Botswana,BWA,2007,134070,32378
Botswana,BWA,2008,136441,33401
Botswana,BWA,2009,138747,33953
Botswana,BWA,2010,140849,34308
Botswana,BWA,2011,142808,34520
Botswana,BWA,2012,144725,34621
Brazil,BRA,1980,9357985,5595303
Brazil,BRA,1981,9302149,5644610
Brazil,BRA,1982,9367492,5741597
Brazil,BRA,1983,9630548,5916220
Brazil,BRA,1984,9867936,6088369
Brazil,BRA,1985,10017110,6231401
Brazil,BRA,1986,9999740,6318194
Brazil,BRA,1987,9983413,6414858
Brazil,BRA,1988,10055404,6549537
Brazil,BRA,1989,10138201,6692011
Brazil,BRA,1990,10366459,6897072
Brazil,BRA,1991,10591341,7109430
Brazil,BRA,1992,10871002,7348192
Brazil,BRA,1993,11089552,7561975
Brazil,BRA,1994,11245295,7751078
Brazil,BRA,1995,11345534,7925586
Brazil,BRA,1996,11459787,8109720
Brazil,BRA,1997,11555479,8131139
Brazil,BRA,1998,11703057,8209225
Brazil,BRA,1999,11892672,8321762
Brazil,BRA,2000,12009575,8405320
Brazil,BRA,2001,12146751,8488254
Brazil,BRA,2002,12272940,8556157
Brazil,BRA,2003,12435145,8622576
Brazil,BRA,2004,12492177,8553817
Brazil,BRA,2005,12530159,8475917
Brazil,BRA,2006,12527597,8390628
Brazil,BRA,2007,12439851,8298439
Brazil,BRA,2008,12343915,8268533
Brazil,BRA,2009,12302368,8325247
Brazil,BRA,2010,12204141,8384267
Brazil,BRA,2011,12152644,8468347
Brazil,BRA,2012,12153725,8580927
Brunei,BRN,1980,9274,4484
Brunei,BRN,1981,9632,4645
Brunei,BRN,1982,9933,4813
Brunei,BRN,1983,10221,4994
Brunei,BRN,1984,10548,5193
Brunei,BRN,1985,10956,5420
Brunei,BRN,1986,11459,5678
Brunei,BRN,1987,12031,5962
Brunei,BRN,1988,12637,6258
Brunei,BRN,1989,13235,6558
Brunei,BRN,1990,13784,6849
Brunei,BRN,1991,14269,7130
Brunei,BRN,1992,14701,7398
Brunei,BRN,1993,15099,7660
Brunei,BRN,1994,15470,7950
Brunei,BRN,1995,15822,8275
Brunei,BRN,1996,16150,8639
Brunei,BRN,1997,16502,9044
Brunei,BRN,1998,16900,9469
Brunei,BRN,1999,17292,9869
Brunei,BRN,2000,17670,10210
Brunei,BRN,2001,18040,10488
Brunei,BRN,2002,18398,10721
Brunei,BRN,2003,18746,10907
Brunei,BRN,2004,19097,11076
Brunei,BRN,2005,19466,11267
Brunei,BRN,2006,19821,11474
Brunei,BRN,2007,20191,11704
Brunei,BRN,2008,20592,11957
Brunei,BRN,2009,21021,12212
Brunei,BRN,2010,21441,12461
Brunei,BRN,2011,21869,12718
Brunei,BRN,2012,22295,12974
Bulgaria,BGR,1980,1280600,729481
Bulgaria,BGR,1981,1291377,731520
Bulgaria,BGR,1982,1301558,732918
Bulgaria,BGR,1983,1310974,734254
Bulgaria,BGR,1984,1317670,735411
Bulgaria,BGR,1985,1317984,734893
Bulgaria,BGR,1986,1314840,731709
Bulgaria,BGR,1987,1313067,727704
Bulgaria,BGR,1988,1310569,723858
Bulgaria,BGR,1989,1302467,716673
Bulgaria,BGR,1990,1289272,705250
Bulgaria,BGR,1991,1278136,693305
Bulgaria,BGR,1992,1269251,682270
Bulgaria,BGR,1993,1270180,676265
Bulgaria,BGR,1994,1282601,675615
Bulgaria,BGR,1995,1297490,676343
Bulgaria,BGR,1996,1317449,680257
Bulgaria,BGR,1997,1343921,707605
Bulgaria,BGR,1998,1374009,758205
Bulgaria,BGR,1999,1408235,815193
Bulgaria,BGR,2000,1441450,871434
Bulgaria,BGR,2001,1470858,922215
Bulgaria,BGR,2002,1496222,965774
Bulgaria,BGR,2003,1514928,1000228
Bulgaria,BGR,2004,1521449,1022391
Bulgaria,BGR,2005,1513401,1031685
Bulgaria,BGR,2006,1494721,1022806
Bulgaria,BGR,2007,1461922,1005327
Bulgaria,BGR,2008,1424043,982805
Bulgaria,BGR,2009,1382205,957513
Bulgaria,BGR,2010,1318950,920163
Bulgaria,BGR,2011,1259741,888978
Bulgaria,BGR,2012,1201166,858595
Burkina Faso,BFA,1980,317419,155045
Burkina Faso,BFA,1981,322441,158028
Burkina Faso,BFA,1982,328012,161154
Burkina Faso,BFA,1983,334463,164469
Burkina Faso,BFA,1984,341485,168072
Burkina Faso,BFA,1985,348072,171862
Burkina Faso,BFA,1986,354878,175946
Burkina Faso,BFA,1987,362412,180526
Burkina Faso,BFA,1988,370233,185399
Burkina Faso,BFA,1989,378510,190658
Burkina Faso,BFA,1990,387556,196422
Burkina Faso,BFA,1991,396261,202202
Burkina Faso,BFA,1992,405652,208549
Burkina Faso,BFA,1993,415532,215418
Burkina Faso,BFA,1994,425841,223017
Burkina Faso,BFA,1995,436455,231336
Burkina Faso,BFA,1996,447113,239970
Burkina Faso,BFA,1997,459314,242032
Burkina Faso,BFA,1998,472639,241292
Burkina Faso,BFA,1999,486938,239400
Burkina Faso,BFA,2000,502500,236812
Burkina Faso,BFA,2001,518895,233239
Burkina Faso,BFA,2002,536293,228032
Burkina Faso,BFA,2003,555394,220916
Burkina Faso,BFA,2004,580150,200021
Burkina Faso,BFA,2005,607543,179017
Burkina Faso,BFA,2006,636790,160277
Burkina Faso,BFA,2007,667545,144757
Burkina Faso,BFA,2008,699329,132541
Burkina Faso,BFA,2009,731699,123387
Burkina Faso,BFA,2010,764071,116670
Burkina Faso,BFA,2011,796175,111803
Burkina Faso,BFA,2012,824299,115032
Burundi,BDI,1980,227665,105218
Burundi,BDI,1981,232074,107638
Burundi,BDI,1982,235723,109960
Burundi,BDI,1983,239305,112306
Burundi,BDI,1984,242919,114607
Burundi,BDI,1985,248003,117355
Burundi,BDI,1986,253701,120372
Burundi,BDI,1987,260107,123529
Burundi,BDI,1988,266581,126684
Burundi,BDI,1989,272010,129633
Burundi,BDI,1990,276155,132318
Burundi,BDI,1991,279070,134856
Burundi,BDI,1992,280691,137063
Burundi,BDI,1993,281007,138753
Burundi,BDI,1994,280791,139600
Burundi,BDI,1995,280374,139622
Burundi,BDI,1996,280112,138859
Burundi,BDI,1997,280685,137307
Burundi,BDI,1998,282692,135995
Burundi,BDI,1999,286777,135638
Burundi,BDI,2000,293520,136611
Burundi,BDI,2001,303255,139094
Burundi,BDI,2002,316062,143061
Burundi,BDI,2003,331343,148242
Burundi,BDI,2004,348655,154196
Burundi,BDI,2005,367404,160908
Burundi,BDI,2006,388007,168399
Burundi,BDI,2007,410190,176374
Burundi,BDI,2008,433777,184917
Burundi,BDI,2009,458587,194245
Burundi,BDI,2010,484073,204281
Burundi,BDI,2011,510544,215027
Burundi,BDI,2012,537802,225938
Cambodia,KHM,1980,793839,101011
Cambodia,KHM,1981,797660,102626
Cambodia,KHM,1982,813581,105011
Cambodia,KHM,1983,838026,108060
Cambodia,KHM,1984,865266,111394
Cambodia,KHM,1985,891194,114754
Cambodia,KHM,1986,914549,117955
Cambodia,KHM,1987,937846,121431
Cambodia,KHM,1988,962070,125204
Cambodia,KHM,1989,989004,129166
Cambodia,KHM,1990,1020251,133419
Cambodia,KHM,1991,1056440,138112
Cambodia,KHM,1992,1096476,143396
Cambodia,KHM,1993,1139322,149285
Cambodia,KHM,1994,1180639,155214
Cambodia,KHM,1995,1220747,161151
Cambodia,KHM,1996,1258653,167151
Cambodia,KHM,1997,1290448,170340
Cambodia,KHM,1998,1322003,173618
Cambodia,KHM,1999,1355504,176527
Cambodia,KHM,2000,1391771,178911
Cambodia,KHM,2001,1430175,178571
Cambodia,KHM,2002,1469010,178007
Cambodia,KHM,2003,1507110,177479
Cambodia,KHM,2004,1542289,176810
Cambodia,KHM,2005,1571777,175368
Cambodia,KHM,2006,1601349,176392
Cambodia,KHM,2007,1628874,177447
Cambodia,KHM,2008,1654366,178254
Cambodia,KHM,2009,1679078,179056
Cambodia,KHM,2010,1707840,180351
Cambodia,KHM,2011,1747765,182847
Cambodia,KHM,2012,1804082,188399
Cameroon,CMR,1980,349639,62277
Cameroon,CMR,1981,358630,63691
Cameroon,CMR,1982,367899,65181
Cameroon,CMR,1983,377284,66798
Cameroon,CMR,1984,387341,68572
Cameroon,CMR,1985,397992,70457
Cameroon,CMR,1986,409034,72450
Cameroon,CMR,1987,420087,74542
Cameroon,CMR,1988,431391,76697
Cameroon,CMR,1989,443207,78947
Cameroon,CMR,1990,455245,81355
Cameroon,CMR,1991,467304,83806
Cameroon,CMR,1992,479547,86445
Cameroon,CMR,1993,491810,89299
Cameroon,CMR,1994,504272,92346
Cameroon,CMR,1995,516961,95583
Cameroon,CMR,1996,530165,99040
Cameroon,CMR,1997,543958,95824
Cameroon,CMR,1998,558372,91212
Cameroon,CMR,1999,573516,87036
Cameroon,CMR,2000,589611,83690
Cameroon,CMR,2001,606371,80984
Cameroon,CMR,2002,623772,78540
Cameroon,CMR,2003,641735,76165
Cameroon,CMR,2004,659968,73530
Cameroon,CMR,2005,678684,64034
Cameroon,CMR,2006,698053,55295
Cameroon,CMR,2007,718240,47713
Cameroon,CMR,2008,739546,41458
Cameroon,CMR,2009,762038,36497
Cameroon,CMR,2010,785915,32705
Cameroon,CMR,2011,810286,29995
Cameroon,CMR,2012,835190,30427
Canada,CAN,1980,3943466,3222664
Canada,CAN,1981,3810974,3179130
Canada,CAN,1982,3759163,3183268
Canada,CAN,1983,3709007,3197357
Canada,CAN,1984,3640462,3211427
Canada,CAN,1985,3567280,3226872
Canada,CAN,1986,3517808,3247940
Canada,CAN,1987,3453267,3236307
Canada,CAN,1988,3383538,3215258
Canada,CAN,1989,3330414,3197568
Canada,CAN,1990,3284830,3164394
Canada,CAN,1991,3264171,3129591
Canada,CAN,1992,3250114,3082949
Canada,CAN,1993,3239171,3030858
Canada,CAN,1994,3219037,2971683
Canada,CAN,1995,3194087,2905603
Canada,CAN,1996,3179118,2848904
Canada,CAN,1997,3133460,2770918
Canada,CAN,1998,3075716,2692132
Canada,CAN,1999,2993972,2598771
Canada,CAN,2000,2887170,2485081
Canada,CAN,2001,2772561,2358582
Canada,CAN,2002,2658348,2237981
Canada,CAN,2003,2557368,2124195
Canada,CAN,2004,2472802,2026877
Canada,CAN,2005,2411765,1949486
Canada,CAN,2006,2373106,1897134
Canada,CAN,2007,2364253,1866482
Canada,CAN,2008,2373771,1843990
Canada,CAN,2009,2402780,1839924
Canada,CAN,2010,2383131,1826046
Canada,CAN,2011,2352032,1819062
Canada,CAN,2012,2331623,1828543
Cape Verde,CPV,1980,7230,2725
Cape Verde,CPV,1981,7222,2740
Cape Verde,CPV,1982,7374,2771
Cape Verde,CPV,1983,7616,2811
Cape Verde,CPV,1984,7869,2854
Cape Verde,CPV,1985,8061,2887
Cape Verde,CPV,1986,8185,2912
Cape Verde,CPV,1987,8267,2933
Cape Verde,CPV,1988,8335,2957
Cape Verde,CPV,1989,8435,2991
Cape Verde,CPV,1990,8605,3046
Cape Verde,CPV,1991,8847,3116
Cape Verde,CPV,1992,9149,3200
Cape Verde,CPV,1993,9489,3292
Cape Verde,CPV,1994,9848,3389
Cape Verde,CPV,1995,10205,3488
Cape Verde,CPV,1996,10550,3589
Cape Verde,CPV,1997,10892,3683
Cape Verde,CPV,1998,11249,3778
Cape Verde,CPV,1999,11636,3870
Cape Verde,CPV,2000,12076,3958
Cape Verde,CPV,2001,12570,4038
Cape Verde,CPV,2002,13120,4112
Cape Verde,CPV,2003,13698,4184
Cape Verde,CPV,2004,14257,4248
Cape Verde,CPV,2005,14780,4308
Cape Verde,CPV,2006,15242,4350
Cape Verde,CPV,2007,15664,4391
Cape Verde,CPV,2008,16081,4446
Cape Verde,CPV,2009,16514,4518
Cape Verde,CPV,2010,16983,4601
Cape Verde,CPV,2011,17494,4700
Cape Verde,CPV,2012,18039,4816
Central African Republic,CAF,1980,102186,7786
Central African Republic,CAF,1981,105458,8000
Central African Republic,CAF,1982,109027,8225
Central African Republic,CAF,1983,112575,8435
Central African Republic,CAF,1984,115972,8637
Central African Republic,CAF,1985,118941,8827
Central African Republic,CAF,1986,121405,8999
Central African Republic,CAF,1987,123300,9153
Central African Republic,CAF,1988,124909,9304
Central African Republic,CAF,1989,126683,9457
Central African Republic,CAF,1990,128887,9626
Central African Republic,CAF,1991,131631,9815
Central African Republic,CAF,1992,134784,10011
Central African Republic,CAF,1993,138232,10209
Central African Republic,CAF,1994,141755,10405
Central African Republic,CAF,1995,145259,10605
Central African Republic,CAF,1996,148561,10794
Central African Republic,CAF,1997,151919,11223
Central African Republic,CAF,1998,155155,11859
Central African Republic,CAF,1999,158200,12519
Central African Republic,CAF,2000,161031,13135
Central African Republic,CAF,2001,163653,13691
Central African Republic,CAF,2002,166154,14190
Central African Republic,CAF,2003,168633,14662
Central African Republic,CAF,2004,171515,15145
Central African Republic,CAF,2005,174895,15649
Central African Republic,CAF,2006,178709,16168
Central African Republic,CAF,2007,183105,16690
Central African Republic,CAF,2008,187865,17227
Central African Republic,CAF,2009,192784,17752
Central African Republic,CAF,2010,197849,18297
Central African Republic,CAF,2011,202916,18864
Central African Republic,CAF,2012,208031,19430
Chad,TCD,1980,155488,28295
Chad,TCD,1981,158021,28748
Chad,TCD,1982,160790,29227
Chad,TCD,1983,163836,29725
Chad,TCD,1984,167230,30294
Chad,TCD,1985,170915,30921
Chad,TCD,1986,174996,31597
Chad,TCD,1987,179502,32335
Chad,TCD,1988,184178,33075
Chad,TCD,1989,189045,33795
Chad,TCD,1990,194083,34513
Chad,TCD,1991,199092,35194
Chad,TCD,1992,204346,35861
Chad,TCD,1993,209838,36566
Chad,TCD,1994,215647,37329
Chad,TCD,1995,221938,38158
Chad,TCD,1996,228598,39057
Chad,TCD,1997,235478,39778
Chad,TCD,1998,242707,40695
Chad,TCD,1999,250578,41799
Chad,TCD,2000,259173,43041
Chad,TCD,2001,268316,44393
Chad,TCD,2002,278008,45838
Chad,TCD,2003,288227,47374
Chad,TCD,2004,298207,48860
Chad,TCD,2005,308359,50337
Chad,TCD,2006,318854,51736
Chad,TCD,2007,329274,53042
Chad,TCD,2008,340036,54369
Chad,TCD,2009,351130,55783
Chad,TCD,2010,362906,57307
Chad,TCD,2011,375197,58959
Chad,TCD,2012,387544,60789
Chile,CHL,1980,1405531,1244869
Chile,CHL,1981,1438008,1273952
Chile,CHL,1982,1473655,1305512
Chile,CHL,1983,1510658,1337635
Chile,CHL,1984,1548153,1369644
Chile,CHL,1985,1586809,1402665
Chile,CHL,1986,1626445,1437156
Chile,CHL,1987,1666873,1472218
Chile,CHL,1988,1708457,1508696
Chile,CHL,1989,1750800,1547025
Chile,CHL,1990,1795353,1587379
Chile,CHL,1991,1840088,1629116
Chile,CHL,1992,1882792,1670903
Chile,CHL,1993,1925072,1714047
Chile,CHL,1994,1967753,1758326
Chile,CHL,1995,2008757,1802648
Chile,CHL,1996,2047617,1846433
Chile,CHL,1997,2056372,1862195
Chile,CHL,1998,2067407,1876094
Chile,CHL,1999,2077304,1885732
Chile,CHL,2000,2080385,1885147
Chile,CHL,2001,2050113,1849887
Chile,CHL,2002,2020283,1812037
Chile,CHL,2003,1996912,1774320
Chile,CHL,2004,1953933,1720403
Chile,CHL,2005,1925912,1667825
Chile,CHL,2006,1911557,1628628
Chile,CHL,2007,1939738,1630498
Chile,CHL,2008,1983316,1647383
Chile,CHL,2009,2036706,1673561
Chile,CHL,2010,2083947,1702645
Chile,CHL,2011,2126190,1732473
Chile,CHL,2012,2162411,1761515
China,CHN,1980,166310457,15824409
China,CHN,1981,173077020,16609818
China,CHN,1982,180025530,17375286
China,CHN,1983,186975395,18110351
China,CHN,1984,193840326,18791168
China,CHN,1985,199383185,18737686
China,CHN,1986,204552680,18548428
China,CHN,1987,209437144,18285304
China,CHN,1988,214119056,17973371
China,CHN,1989,218541193,17647566
China,CHN,1990,222782483,17328735
China,CHN,1991,226977702,17037889
China,CHN,1992,231302213,16797847
China,CHN,1993,235801564,16622311
China,CHN,1994,240455412,16251110
China,CHN,1995,245159689,16036466
China,CHN,1996,249463611,15927298
China,CHN,1997,250179571,15723877
China,CHN,1998,249838884,15547434
China,CHN,1999,248780148,15304502
China,CHN,2000,245308347,14769943
China,CHN,2001,242145667,13859588
China,CHN,2002,239996274,13014446
China,CHN,2003,240228718,12476366
China,CHN,2004,241698541,11929742
China,CHN,2005,242952446,11397342
China,CHN,2006,244192904,10955928
China,CHN,2007,245597444,10662984
China,CHN,2008,248943207,10697334
China,CHN,2009,253284803,10847785
China,CHN,2010,258107042,11108168
China,CHN,2011,263810774,11578047
China,CHN,2012,269561883,12152644
Colombia,COL,1980,1839833,708984
Colombia,COL,1981,1846548,717056
Colombia,COL,1982,1868375,730817
Colombia,COL,1983,1901053,748645
Colombia,COL,1984,1935352,767583
Colombia,COL,1985,1968996,786363
Colombia,COL,1986,1995451,802315
Colombia,COL,1987,2016256,815929
Colombia,COL,1988,2036933,830193
Colombia,COL,1989,2056157,844921
Colombia,COL,1990,2073195,860799
Colombia,COL,1991,2095483,879971
Colombia,COL,1992,2115681,899490
Colombia,COL,1993,2135045,918937
Colombia,COL,1994,2148634,935826
Colombia,COL,1995,2161319,954147
Colombia,COL,1996,2184645,975876
Colombia,COL,1997,2204516,958408
Colombia,COL,1998,2238586,956362
Colombia,COL,1999,2286051,965032
Colombia,COL,2000,2329917,977172
Colombia,COL,2001,2373119,991257
Colombia,COL,2002,2413426,1003778
Colombia,COL,2003,2446011,1012014
Colombia,COL,2004,2472270,1014413
Colombia,COL,2005,2484896,1002546
Colombia,COL,2006,2494199,988070
Colombia,COL,2007,2508720,974981
Colombia,COL,2008,2532285,958044
Colombia,COL,2009,2637917,953442
Colombia,COL,2010,2756932,956073
Colombia,COL,2011,2824148,974158
Colombia,COL,2012,2881132,993157
Comoros,COM,1980,15205,6766
Comoros,COM,1981,15681,6964
Comoros,COM,1982,16128,7151
Comoros,COM,1983,16556,7329
Comoros,COM,1984,16989,7509
Comoros,COM,1985,17445,7701
Comoros,COM,1986,17943,7914
Comoros,COM,1987,18477,8148
Comoros,COM,1988,19039,8414
Comoros,COM,1989,19622,8721
Comoros,COM,1990,20231,9073
Comoros,COM,1991,20860,9468
Comoros,COM,1992,21525,9912
Comoros,COM,1993,22220,10409
Comoros,COM,1994,22930,10962
Comoros,COM,1995,23669,11575
Comoros,COM,1996,24429,12245
Comoros,COM,1997,25192,12408
Comoros,COM,1998,25970,12396
Comoros,COM,1999,26785,12338
Comoros,COM,2000,27628,12276
Comoros,COM,2001,28502,12187
Comoros,COM,2002,29422,12033
Comoros,COM,2003,30350,11769
Comoros,COM,2004,31278,10533
Comoros,COM,2005,32214,9249
Comoros,COM,2006,33187,8061
Comoros,COM,2007,34144,7028
Comoros,COM,2008,35097,6180
Comoros,COM,2009,36039,5501
Comoros,COM,2010,36938,4974
Comoros,COM,2011,37815,4594
Comoros,COM,2012,38706,4626
Congo,COG,1980,82189,5975
Congo,COG,1981,84106,6099
Congo,COG,1982,85997,6225
Congo,COG,1983,87963,6364
Congo,COG,1984,90004,6517
Congo,COG,1985,92222,6685
Congo,COG,1986,94656,6870
Congo,COG,1987,97240,7065
Congo,COG,1988,99871,7257
Congo,COG,1989,102580,7444
Congo,COG,1990,105462,7633
Congo,COG,1991,108467,7818
Congo,COG,1992,111522,7998
Congo,COG,1993,114829,8193
Congo,COG,1994,118481,8415
Congo,COG,1995,122380,8651
Congo,COG,1996,126519,8896
Congo,COG,1997,130891,9300
Congo,COG,1998,135303,9758
Congo,COG,1999,139800,10206
Congo,COG,2000,144030,10639
Congo,COG,2001,147996,11056
Congo,COG,2002,151759,11461
Congo,COG,2003,155663,11848
Congo,COG,2004,159850,12230
Congo,COG,2005,164568,12625
Congo,COG,2006,169912,13059
Congo,COG,2007,175872,13534
Congo,COG,2008,181896,14044
Congo,COG,2009,187645,14568
Congo,COG,2010,192644,15097
Congo,COG,2011,197094,15632
Congo,COG,2012,201396,16157
Costa Rica,CRI,1980,113762,38818
Costa Rica,CRI,1981,117145,40164
Costa Rica,CRI,1982,121163,41736
Costa Rica,CRI,1983,125131,43388
Costa Rica,CRI,1984,128826,45009
Costa Rica,CRI,1985,132535,46637
Costa Rica,CRI,1986,136025,48218
Costa Rica,CRI,1987,139362,49798
Costa Rica,CRI,1988,142584,51406
Costa Rica,CRI,1989,145327,52794
Costa Rica,CRI,1990,147890,54032
Costa Rica,CRI,1991,150477,55165
Costa Rica,CRI,1992,152789,56043
Costa Rica,CRI,1993,155217,56770
Costa Rica,CRI,1994,157790,54774
Costa Rica,CRI,1995,160936,52911
Costa Rica,CRI,1996,163410,54330
Costa Rica,CRI,1997,167101,57199
Costa Rica,CRI,1998,172863,61014
Costa Rica,CRI,1999,180405,65515
Costa Rica,CRI,2000,190220,70529
Costa Rica,CRI,2001,201424,76401
Costa Rica,CRI,2002,213386,83034
Costa Rica,CRI,2003,225263,90050
Costa Rica,CRI,2004,237030,97297
Costa Rica,CRI,2005,248057,104416
Costa Rica,CRI,2006,257938,111024
Costa Rica,CRI,2007,266878,117190
Costa Rica,CRI,2008,275512,122995
Costa Rica,CRI,2009,284452,128798
Costa Rica,CRI,2010,292433,134064
Costa Rica,CRI,2011,298401,136745
Costa Rica,CRI,2012,303877,139043
Cote d'Ivoire,CIV,1980,370341,50239
Cote d'Ivoire,CIV,1981,385428,52381
Cote d'Ivoire,CIV,1982,401206,54605
Cote d'Ivoire,CIV,1983,417298,56903
Cote d'Ivoire,CIV,1984,433615,59320
Cote d'Ivoire,CIV,1985,449999,61851
Cote d'Ivoire,CIV,1986,465855,64431
Cote d'Ivoire,CIV,1987,481573,67038
Cote d'Ivoire,CIV,1988,497317,69669
Cote d'Ivoire,CIV,1989,513585,72386
Cote d'Ivoire,CIV,1990,530502,75283
Cote d'Ivoire,CIV,1991,547650,78246
Cote d'Ivoire,CIV,1992,565037,81343
Cote d'Ivoire,CIV,1993,582811,84509
Cote d'Ivoire,CIV,1994,600149,87660
Cote d'Ivoire,CIV,1995,615851,90610
Cote d'Ivoire,CIV,1996,630322,93293
Cote d'Ivoire,CIV,1997,644448,94342
Cote d'Ivoire,CIV,1998,661634,93890
Cote d'Ivoire,CIV,1999,679246,92624
Cote d'Ivoire,CIV,2000,695652,91024
Cote d'Ivoire,CIV,2001,710250,89277
Cote d'Ivoire,CIV,2002,723630,87426
Cote d'Ivoire,CIV,2003,738101,85603
Cote d'Ivoire,CIV,2004,766054,81298
Cote d'Ivoire,CIV,2005,800604,77350
Cote d'Ivoire,CIV,2006,840128,74073
Cote d'Ivoire,CIV,2007,883005,71454
Cote d'Ivoire,CIV,2008,928382,69528
Cote d'Ivoire,CIV,2009,975042,68263
Cote d'Ivoire,CIV,2010,1025199,67554
Cote d'Ivoire,CIV,2011,1076335,67348
Cote d'Ivoire,CIV,2012,1126888,67625
Croatia,HRV,1980,497632,399676
Croatia,HRV,1981,504164,403527
Croatia,HRV,1982,510692,407153
Croatia,HRV,1983,517272,410873
Croatia,HRV,1984,525127,415310
Croatia,HRV,1985,534059,420437
Croatia,HRV,1986,544748,426477
Croatia,HRV,1987,556243,432900
Croatia,HRV,1988,567650,439193
Croatia,HRV,1989,577361,444556
Croatia,HRV,1990,583735,447959
Croatia,HRV,1991,584993,448350
Croatia,HRV,1992,582737,446301
Croatia,HRV,1993,578296,442578
Croatia,HRV,1994,574421,438426
Croatia,HRV,1995,571793,434764
Croatia,HRV,1996,569049,426246
Croatia,HRV,1997,567148,414807
Croatia,HRV,1998,567344,405333
Croatia,HRV,1999,568305,397367
Croatia,HRV,2000,571241,391786
Croatia,HRV,2001,575554,388511
Croatia,HRV,2002,581254,387401
Croatia,HRV,2003,588530,388178
Croatia,HRV,2004,596612,391276
Croatia,HRV,2005,604622,394409
Croatia,HRV,2006,612284,396770
Croatia,HRV,2007,619617,398549
Croatia,HRV,2008,626543,399592
Croatia,HRV,2009,630223,399300
Croatia,HRV,2010,631503,398247
Croatia,HRV,2011,631137,396421
Croatia,HRV,2012,628820,393901
Cuba,CUB,1980,987549,481304
Cuba,CUB,1981,977722,482558
Cuba,CUB,1982,964130,482754
Cuba,CUB,1983,951428,483098
Cuba,CUB,1984,938264,483088
Cuba,CUB,1985,931639,484731
Cuba,CUB,1986,929577,487728
Cuba,CUB,1987,932147,492242
Cuba,CUB,1988,934872,496537
Cuba,CUB,1989,938379,501086
Cuba,CUB,1990,945183,506840
Cuba,CUB,1991,957923,515031
Cuba,CUB,1992,978601,527598
Cuba,CUB,1993,1005972,542711
Cuba,CUB,1994,1031274,557050
Cuba,CUB,1995,1053702,570261
Cuba,CUB,1996,1069045,580730
Cuba,CUB,1997,1076094,585492
